"lakename","year4","daynum","sampledate","depth","depth_id","DIC_mg","doc","absorbance","tpc"
"East Long Lake",1998,148,1998-05-28,"Hypolimnion",7,NA,12.89,0.616,1.48
"Paul Lake",1998,152,1998-06-01,"Metalimnion",-2,NA,5.41,0.065,1.61
"Paul Lake",1998,152,1998-06-01,"Epilimnion",-1,NA,4.74,0.058,0.53
"Paul Lake",1998,152,1998-06-01,"Hypolimnion",7,NA,4.93,0.356,2.12
"Peter Lake",1998,153,1998-06-02,"Metalimnion",-2,NA,5.64,0.061,1.57
"Peter Lake",1998,153,1998-06-02,"Epilimnion",-1,NA,6.06,0.041,1.14
"Peter Lake",1998,153,1998-06-02,"Hypolimnion",7,NA,8.87,0.333,1.84
"West Long Lake",1998,154,1998-06-03,"Metalimnion",-2,NA,6.97,0.147,0.57
"West Long Lake",1998,154,1998-06-03,"Epilimnion",-1,NA,9.5,0.154,0.72
"West Long Lake",1998,154,1998-06-03,"Hypolimnion",7,NA,10.75,0.239,1.06
"East Long Lake",1998,155,1998-06-04,"Metalimnion",-2,NA,11.82,0.386,0.84
"East Long Lake",1998,155,1998-06-04,"Epilimnion",-1,NA,11.66,0.389,0.93
"East Long Lake",1998,155,1998-06-04,"Hypolimnion",7,NA,12.63,0.576,1.16
"Paul Lake",1998,159,1998-06-08,"Metalimnion",-2,NA,6.27,0.066,0.79
"Paul Lake",1998,159,1998-06-08,"Epilimnion",-1,NA,5.49,0.061,0.82
"Paul Lake",1998,159,1998-06-08,"Hypolimnion",7,NA,7.01,0.291,2.12
"Peter Lake",1998,160,1998-06-09,"Metalimnion",-2,NA,4.99,0.061,1.65
"Peter Lake",1998,160,1998-06-09,"Epilimnion",-1,NA,5.09,0.042,0.89
"Peter Lake",1998,160,1998-06-09,"Hypolimnion",7,NA,8.14,0.267,2.19
"West Long Lake",1998,161,1998-06-10,"Metalimnion",-2,NA,9.88,0.159,0.76
"West Long Lake",1998,161,1998-06-10,"Epilimnion",-1,NA,8.23,0.158,0.86
"West Long Lake",1998,161,1998-06-10,"Hypolimnion",7,NA,9.57,0.245,0.93
"East Long Lake",1998,162,1998-06-11,"Metalimnion",-2,NA,12.12,0.391,1.05
"East Long Lake",1998,162,1998-06-11,"Epilimnion",-1,NA,12.01,0.393,1.07
"East Long Lake",1998,162,1998-06-11,"Hypolimnion",7,NA,13.25,0.542,6.73
"Paul Lake",1998,166,1998-06-15,"Metalimnion",-2,NA,3.79,0.084,0.79
"Paul Lake",1998,166,1998-06-15,"Epilimnion",-1,NA,5.09,0.052,0.63
"Paul Lake",1998,166,1998-06-15,"Hypolimnion",7,NA,6.93,0.36,1.69
"Peter Lake",1998,167,1998-06-16,"Metalimnion",-2,NA,4.93,0.053,1.3
"Peter Lake",1998,167,1998-06-16,"Epilimnion",-1,NA,4.94,0.04,0.88
"Peter Lake",1998,167,1998-06-16,"Hypolimnion",7,NA,8.11,0.322,2.25
"West Long Lake",1998,168,1998-06-17,"Metalimnion",-2,NA,6.25,0.154,0.92
"West Long Lake",1998,168,1998-06-17,"Epilimnion",-1,NA,7.69,0.164,0.76
"West Long Lake",1998,168,1998-06-17,"Hypolimnion",7,NA,6.59,0.251,1.05
"East Long Lake",1998,169,1998-06-18,"Metalimnion",-2,NA,14.55,0.392,0.98
"East Long Lake",1998,169,1998-06-18,"Epilimnion",-1,NA,23.26,0.394,1
"East Long Lake",1998,169,1998-06-18,"Hypolimnion",7,NA,15.6,0.612,1.15
"Paul Lake",1998,173,1998-06-22,"Metalimnion",-2,NA,4.42,0.068,0.95
"Paul Lake",1998,173,1998-06-22,"Epilimnion",-1,NA,7.54,0.053,0.83
"Paul Lake",1998,173,1998-06-22,"Hypolimnion",7,NA,6.39,0.295,2.23
"Peter Lake",1998,174,1998-06-23,"Metalimnion",-2,NA,5.87,0.042,0.78
"Peter Lake",1998,174,1998-06-23,"Epilimnion",-1,NA,6.82,0.038,0.65
"Peter Lake",1998,174,1998-06-23,"Hypolimnion",7,NA,5.97,0.243,2.04
"West Long Lake",1998,175,1998-06-24,"Metalimnion",-2,NA,6.59,0.175,0.36
"West Long Lake",1998,175,1998-06-24,"Epilimnion",-1,NA,6.8,0.182,0.38
"West Long Lake",1998,175,1998-06-24,"Hypolimnion",7,NA,6.62,0.257,1.09
"East Long Lake",1998,176,1998-06-25,"Metalimnion",-2,NA,10.79,0.395,0.53
"East Long Lake",1998,176,1998-06-25,"Epilimnion",-1,NA,10.91,0.376,0.75
"East Long Lake",1998,176,1998-06-25,"Hypolimnion",7,NA,12.17,0.591,1.16
"Paul Lake",1998,180,1998-06-29,"Metalimnion",-2,NA,4.12,0.076,1.06
"Paul Lake",1998,180,1998-06-29,"Epilimnion",-1,NA,4.65,0.061,0.48
"Paul Lake",1998,180,1998-06-29,"Hypolimnion",7,NA,5.04,0.448,1.99
"Peter Lake",1998,181,1998-06-30,"Metalimnion",-2,NA,5.08,0.051,0.91
"Peter Lake",1998,181,1998-06-30,"Epilimnion",-1,NA,5.25,0.044,0.56
"Peter Lake",1998,181,1998-06-30,"Hypolimnion",7,NA,6.39,0.24,1.87
"West Long Lake",1998,182,1998-07-01,"Metalimnion",-2,NA,9.17,0.201,0.59
"West Long Lake",1998,182,1998-07-01,"Epilimnion",-1,NA,7.17,0.198,0.66
"West Long Lake",1998,182,1998-07-01,"Hypolimnion",7,NA,7.31,0.273,1.04
"East Long Lake",1998,183,1998-07-02,"Metalimnion",-2,NA,11.37,0.407,0.79
"East Long Lake",1998,183,1998-07-02,"Epilimnion",-1,NA,10.93,0.405,1.07
"East Long Lake",1998,183,1998-07-02,"Hypolimnion",7,NA,12.82,0.58,0.99
"Paul Lake",1998,187,1998-07-06,"Metalimnion",-2,NA,4.45,0.066,1.09
"Paul Lake",1998,187,1998-07-06,"Epilimnion",-1,NA,4.88,0.057,0.51
"Paul Lake",1998,187,1998-07-06,"Hypolimnion",7,NA,5.41,0.286,1.91
"Peter Lake",1998,188,1998-07-07,"Metalimnion",-2,NA,4.85,0.056,0.71
"Peter Lake",1998,188,1998-07-07,"Epilimnion",-1,NA,4.62,0.05,0.58
"Peter Lake",1998,188,1998-07-07,"Hypolimnion",7,NA,5.79,0.303,1.85
"West Long Lake",1998,189,1998-07-08,"Metalimnion",-2,NA,7.19,0.197,0.53
"West Long Lake",1998,189,1998-07-08,"Epilimnion",-1,NA,8.34,0.211,0.64
"West Long Lake",1998,189,1998-07-08,"Hypolimnion",7,NA,7.03,0.271,0.96
"East Long Lake",1998,190,1998-07-09,"Metalimnion",-2,NA,10.93,0.398,1.77
"East Long Lake",1998,190,1998-07-09,"Epilimnion",-1,NA,11.49,0.401,2.32
"East Long Lake",1998,190,1998-07-09,"Hypolimnion",7,NA,12.57,0.611,1.04
"Paul Lake",1998,194,1998-07-13,"Metalimnion",-2,NA,4.06,0.064,0.8
"Paul Lake",1998,194,1998-07-13,"Epilimnion",-1,NA,5.54,0.06,0.46
"Paul Lake",1998,194,1998-07-13,"Hypolimnion",7,NA,5.92,0.467,1.97
"Peter Lake",1998,195,1998-07-14,"Metalimnion",-2,NA,4.62,0.05,0.6
"Peter Lake",1998,195,1998-07-14,"Epilimnion",-1,NA,4.48,0.047,0.72
"Peter Lake",1998,195,1998-07-14,"Hypolimnion",7,NA,6.36,0.303,2.07
"West Long Lake",1998,196,1998-07-15,"Metalimnion",-2,NA,5.97,0.159,1.22
"West Long Lake",1998,196,1998-07-15,"Epilimnion",-1,NA,6.68,0.206,0.61
"West Long Lake",1998,196,1998-07-15,"Hypolimnion",7,NA,6.75,0.263,0.96
"East Long Lake",1998,197,1998-07-16,"Metalimnion",-2,NA,10.73,0.369,1.3
"East Long Lake",1998,197,1998-07-16,"Epilimnion",-1,NA,9.51,0.364,1.35
"East Long Lake",1998,197,1998-07-16,"Hypolimnion",7,NA,12.34,0.594,1.02
"Paul Lake",1998,201,1998-07-20,"Metalimnion",-2,NA,4.22,0.077,0.85
"Paul Lake",1998,201,1998-07-20,"Epilimnion",-1,NA,4.69,0.063,0.42
"Paul Lake",1998,201,1998-07-20,"Hypolimnion",7,NA,5.09,0.365,2.12
"Peter Lake",1998,202,1998-07-21,"Metalimnion",-2,NA,5.42,0.063,0.76
"Peter Lake",1998,202,1998-07-21,"Epilimnion",-1,NA,4.6,0.045,0.44
"Peter Lake",1998,202,1998-07-21,"Hypolimnion",7,NA,6.19,0.237,1.84
"West Long Lake",1998,203,1998-07-22,"Metalimnion",-2,NA,6.64,0.177,1.32
"West Long Lake",1998,203,1998-07-22,"Epilimnion",-1,NA,7.25,0.204,0.48
"West Long Lake",1998,203,1998-07-22,"Hypolimnion",7,NA,6.79,0.263,1.06
"East Long Lake",1998,204,1998-07-23,"Metalimnion",-2,NA,11,0.361,1.48
"East Long Lake",1998,204,1998-07-23,"Epilimnion",-1,NA,10.98,0.36,1.54
"East Long Lake",1998,204,1998-07-23,"Hypolimnion",7,NA,12.32,0.6,0.98
"Paul Lake",1998,208,1998-07-27,"Metalimnion",-2,NA,4.07,0.074,0.65
"Paul Lake",1998,208,1998-07-27,"Epilimnion",-1,NA,4.73,0.065,0.58
"Paul Lake",1998,208,1998-07-27,"Hypolimnion",7,NA,4.83,0.54,2.04
"Peter Lake",1998,209,1998-07-28,"Metalimnion",-2,NA,4.48,0.062,0.65
"Peter Lake",1998,209,1998-07-28,"Epilimnion",-1,NA,4.46,0.05,0.41
"Peter Lake",1998,209,1998-07-28,"Hypolimnion",7,NA,5.41,0.315,1.84
"West Long Lake",1998,210,1998-07-29,"Metalimnion",-2,NA,6.17,0.167,1.55
"West Long Lake",1998,210,1998-07-29,"Epilimnion",-1,NA,6.75,0.196,0.49
"West Long Lake",1998,210,1998-07-29,"Hypolimnion",7,NA,6.52,0.252,1.07
"East Long Lake",1998,211,1998-07-30,"Metalimnion",-2,NA,12.02,0.336,1
"East Long Lake",1998,211,1998-07-30,"Epilimnion",-1,NA,10.61,0.337,1.05
"East Long Lake",1998,211,1998-07-30,"Hypolimnion",7,NA,12.62,0.61,1.17
"Paul Lake",1998,215,1998-08-03,"Metalimnion",-2,NA,5.22,0.08,0.79
"Paul Lake",1998,215,1998-08-03,"Epilimnion",-1,NA,4.85,0.063,0.63
"Paul Lake",1998,215,1998-08-03,"Hypolimnion",7,NA,6.53,0.484,2.2
"Peter Lake",1998,216,1998-08-04,"Metalimnion",-2,NA,5.67,0.069,0.75
"Peter Lake",1998,216,1998-08-04,"Epilimnion",-1,NA,5.21,0.053,0.64
"Peter Lake",1998,216,1998-08-04,"Hypolimnion",7,NA,6.06,0.245,1.75
"West Long Lake",1998,217,1998-08-05,"Metalimnion",-2,NA,7.39,0.177,0.92
"West Long Lake",1998,217,1998-08-05,"Epilimnion",-1,NA,9.2,0.195,0.42
"West Long Lake",1998,217,1998-08-05,"Hypolimnion",7,NA,10.14,0.274,1.12
"East Long Lake",1998,218,1998-08-06,"Metalimnion",-2,NA,10.88,0.344,0.91
"East Long Lake",1998,218,1998-08-06,"Epilimnion",-1,NA,12.82,0.326,0.9
"East Long Lake",1998,218,1998-08-06,"Hypolimnion",7,NA,13.46,0.612,1.13
"Paul Lake",1998,222,1998-08-10,"Metalimnion",-2,NA,NA,0.066,NA
"Paul Lake",1998,222,1998-08-10,"Epilimnion",-1,NA,5.1,0.064,0.54
"Paul Lake",1998,222,1998-08-10,"Hypolimnion",7,NA,4.86,0.399,2.33
"Peter Lake",1998,223,1998-08-11,"Metalimnion",-2,NA,4.89,0.055,0.85
"Peter Lake",1998,223,1998-08-11,"Epilimnion",-1,NA,4.78,0.049,0.81
"Peter Lake",1998,223,1998-08-11,"Hypolimnion",7,NA,5.08,0.121,1.69
"West Long Lake",1998,224,1998-08-12,"Metalimnion",-2,NA,6.58,0.166,1.1
"West Long Lake",1998,224,1998-08-12,"Epilimnion",-1,NA,7.51,0.183,0.42
"West Long Lake",1998,224,1998-08-12,"Hypolimnion",7,NA,6.87,0.288,1.11
"East Long Lake",1998,225,1998-08-13,"Metalimnion",-2,NA,10.79,0.316,0.49
"East Long Lake",1998,225,1998-08-13,"Epilimnion",-1,NA,10.56,0.317,0.58
"East Long Lake",1998,225,1998-08-13,"Hypolimnion",7,NA,12.24,0.614,2.69
"Paul Lake",1998,229,1998-08-17,"Metalimnion",-2,NA,3.92,0.069,1.11
"Paul Lake",1998,229,1998-08-17,"Epilimnion",-1,NA,5.36,0.059,0.55
"Paul Lake",1998,229,1998-08-17,"Hypolimnion",7,NA,5.82,0.381,2.58
"Peter Lake",1998,230,1998-08-18,"Metalimnion",-2,NA,4.44,0.05,0.62
"Peter Lake",1998,230,1998-08-18,"Epilimnion",-1,NA,5.9,0.047,0.64
"Peter Lake",1998,230,1998-08-18,"Hypolimnion",7,NA,5.4,0.286,1.87
"West Long Lake",1998,231,1998-08-19,"Metalimnion",-2,NA,6.32,0.145,1.71
"West Long Lake",1998,231,1998-08-19,"Epilimnion",-1,NA,7.16,0.175,0.39
"West Long Lake",1998,231,1998-08-19,"Hypolimnion",7,NA,7.28,0.271,1.07
"East Long Lake",1998,232,1998-08-20,"Metalimnion",-2,NA,11.07,0.31,0.45
"East Long Lake",1998,232,1998-08-20,"Epilimnion",-1,NA,13.35,0.309,0.51
"East Long Lake",1998,232,1998-08-20,"Hypolimnion",7,NA,13.01,0.593,1.05
"Paul Lake",1998,236,1998-08-24,"Metalimnion",-2,NA,3.52,0.077,0.43
"Paul Lake",1998,236,1998-08-24,"Epilimnion",-1,NA,4.59,0.059,0.4
"Paul Lake",1998,236,1998-08-24,"Hypolimnion",7,NA,5.61,0.434,2.12
"Peter Lake",1998,237,1998-08-25,"Metalimnion",-2,NA,4.44,0.055,0.68
"Peter Lake",1998,237,1998-08-25,"Epilimnion",-1,NA,4.78,0.05,0.71
"Peter Lake",1998,237,1998-08-25,"Hypolimnion",7,NA,6.06,0.332,1.85
"West Long Lake",1998,238,1998-08-26,"Metalimnion",-2,NA,6.01,0.13,1.06
"West Long Lake",1998,238,1998-08-26,"Epilimnion",-1,NA,6.7,0.166,0.49
"West Long Lake",1998,238,1998-08-26,"Hypolimnion",7,NA,9.63,0.294,1.1
"East Long Lake",1998,239,1998-08-27,"Metalimnion",-2,NA,10.77,0.299,0.47
"East Long Lake",1998,239,1998-08-27,"Epilimnion",-1,NA,12.86,0.302,0.41
"East Long Lake",1998,239,1998-08-27,"Hypolimnion",7,NA,12.68,0.631,1.14
"Paul Lake",1998,241,1998-08-29,"Metalimnion",-2,NA,3.58,0.077,0.42
"Paul Lake",1998,241,1998-08-29,"Epilimnion",-1,NA,4.46,0.056,0.41
"Paul Lake",1998,241,1998-08-29,"Hypolimnion",7,NA,6.3,0.551,2.43
"Peter Lake",1998,242,1998-08-30,"Metalimnion",-2,NA,5.39,0.049,0.71
"Peter Lake",1998,242,1998-08-30,"Epilimnion",-1,NA,4.97,0.05,0.72
"Peter Lake",1998,242,1998-08-30,"Hypolimnion",7,NA,5.31,0.253,1.81
"West Long Lake",1998,243,1998-08-31,"Metalimnion",-2,NA,5.94,0.124,2.79
"West Long Lake",1998,243,1998-08-31,"Epilimnion",-1,NA,8.62,0.16,0.47
"West Long Lake",1998,243,1998-08-31,"Hypolimnion",7,NA,8.12,0.287,0.97
"East Long Lake",1998,244,1998-09-01,"Metalimnion",-2,NA,10.26,0.3,0.49
"East Long Lake",1998,244,1998-09-01,"Epilimnion",-1,NA,10.14,0.3,0.53
"East Long Lake",1998,244,1998-09-01,"Hypolimnion",7,NA,12.5,0.633,1.18
"Paul Lake",1999,144,1999-05-24,"Metalimnion",-2,NA,3.52,0.054,NA
"Paul Lake",1999,144,1999-05-24,"PML",-1,NA,4.35,0.065,NA
"Paul Lake",1999,144,1999-05-24,"Hypolimnion",7,NA,4.24,0.281,NA
"Peter Lake",1999,144,1999-05-24,"Metalimnion",-2,NA,5.57,0.061,NA
"Peter Lake",1999,144,1999-05-24,"PML",-1,NA,5.98,0.064,NA
"Peter Lake",1999,144,1999-05-24,"Hypolimnion",7,NA,6.83,0.145,NA
"Tuesday Lake",1999,145,1999-05-25,"Metalimnion",-2,NA,8.94,0.169,NA
"Tuesday Lake",1999,145,1999-05-25,"PML",-1,NA,8.39,0.162,NA
"Tuesday Lake",1999,145,1999-05-25,"Hypolimnion",7,NA,8.62,0.214,NA
"East Long Lake",1999,146,1999-05-26,"Metalimnion",-2,NA,11.65,0.431,NA
"East Long Lake",1999,146,1999-05-26,"PML",-1,NA,11.64,0.431,NA
"East Long Lake",1999,146,1999-05-26,"Hypolimnion",7,NA,12.03,0.583,NA
"West Long Lake",1999,146,1999-05-26,"Metalimnion",-2,NA,5.77,0.142,NA
"West Long Lake",1999,146,1999-05-26,"PML",-1,NA,7.35,0.165,NA
"West Long Lake",1999,146,1999-05-26,"Hypolimnion",7,NA,6.12,0.222,NA
"Paul Lake",1999,151,1999-05-31,"Metalimnion",-2,NA,2.71,0.066,NA
"Paul Lake",1999,151,1999-05-31,"PML",-1,NA,3.75,0.072,NA
"Paul Lake",1999,151,1999-05-31,"Hypolimnion",7,NA,4.21,0.307,NA
"Peter Lake",1999,151,1999-05-31,"Metalimnion",-2,NA,4.66,0.062,NA
"Peter Lake",1999,151,1999-05-31,"PML",-1,NA,44.08,0.061,NA
"Peter Lake",1999,151,1999-05-31,"Hypolimnion",7,NA,4.93,0.09,NA
"Tuesday Lake",1999,152,1999-06-01,"Metalimnion",-2,NA,8.16,0.189,NA
"Tuesday Lake",1999,152,1999-06-01,"PML",-1,NA,7.6,0.155,NA
"Tuesday Lake",1999,152,1999-06-01,"Hypolimnion",7,NA,8.69,0.272,NA
"East Long Lake",1999,153,1999-06-02,"Metalimnion",-2,NA,12.08,0.449,NA
"East Long Lake",1999,153,1999-06-02,"PML",-1,NA,11.96,0.451,NA
"East Long Lake",1999,153,1999-06-02,"Hypolimnion",7,NA,12.72,0.571,NA
"West Long Lake",1999,153,1999-06-02,"Metalimnion",-2,NA,5.49,0.141,NA
"West Long Lake",1999,153,1999-06-02,"PML",-1,NA,7.2,0.171,NA
"West Long Lake",1999,153,1999-06-02,"Hypolimnion",7,NA,6.29,0.216,NA
"Paul Lake",1999,158,1999-06-07,"Metalimnion",-2,NA,3.17,0.059,NA
"Paul Lake",1999,158,1999-06-07,"PML",-1,NA,4.22,0.071,NA
"Paul Lake",1999,158,1999-06-07,"Hypolimnion",7,NA,3.82,0.363,NA
"Peter Lake",1999,158,1999-06-07,"Metalimnion",-2,NA,4.4,0.063,NA
"Peter Lake",1999,158,1999-06-07,"PML",-1,NA,4.73,0.059,NA
"Peter Lake",1999,158,1999-06-07,"Hypolimnion",7,NA,5.64,0.199,NA
"Tuesday Lake",1999,159,1999-06-08,"Metalimnion",-2,NA,7.67,0.169,NA
"Tuesday Lake",1999,159,1999-06-08,"PML",-1,NA,7.46,0.149,NA
"Tuesday Lake",1999,159,1999-06-08,"Hypolimnion",7,NA,8.76,0.3,NA
"East Long Lake",1999,160,1999-06-09,"Metalimnion",-2,NA,13.11,0.447,NA
"East Long Lake",1999,160,1999-06-09,"PML",-1,NA,12.39,0.434,NA
"East Long Lake",1999,160,1999-06-09,"Hypolimnion",7,NA,12.83,0.546,NA
"West Long Lake",1999,160,1999-06-09,"Metalimnion",-2,NA,6.46,0.158,NA
"West Long Lake",1999,160,1999-06-09,"PML",-1,NA,7.57,0.172,NA
"West Long Lake",1999,160,1999-06-09,"Hypolimnion",7,NA,6.63,0.228,NA
"Paul Lake",1999,165,1999-06-14,"Metalimnion",-2,NA,3.6,0.065,NA
"Paul Lake",1999,165,1999-06-14,"PML",-1,NA,4.34,0.078,NA
"Paul Lake",1999,165,1999-06-14,"Hypolimnion",7,NA,5.6,0.407,NA
"Peter Lake",1999,165,1999-06-14,"Metalimnion",-2,NA,5.53,0.064,NA
"Peter Lake",1999,165,1999-06-14,"PML",-1,NA,5.7,0.066,NA
"Peter Lake",1999,165,1999-06-14,"Hypolimnion",7,NA,6.84,0.196,NA
"Tuesday Lake",1999,166,1999-06-15,"Metalimnion",-2,NA,8.69,0.187,NA
"Tuesday Lake",1999,166,1999-06-15,"PML",-1,NA,8.14,0.151,NA
"Tuesday Lake",1999,166,1999-06-15,"Hypolimnion",7,NA,8.66,0.224,NA
"East Long Lake",1999,167,1999-06-16,"Metalimnion",-2,NA,13.3,0.46,NA
"East Long Lake",1999,167,1999-06-16,"PML",-1,NA,12.75,0.456,NA
"East Long Lake",1999,167,1999-06-16,"Hypolimnion",7,NA,13,0.562,NA
"West Long Lake",1999,167,1999-06-16,"Metalimnion",-2,NA,6.65,0.164,NA
"West Long Lake",1999,167,1999-06-16,"PML",-1,NA,8.36,0.173,NA
"West Long Lake",1999,167,1999-06-16,"Hypolimnion",7,NA,6.58,0.229,NA
"Paul Lake",1999,172,1999-06-21,"Metalimnion",-2,NA,3.58,0.072,NA
"Paul Lake",1999,172,1999-06-21,"PML",-1,NA,4.36,0.074,NA
"Paul Lake",1999,172,1999-06-21,"Hypolimnion",7,NA,3.95,0.268,NA
"Peter Lake",1999,172,1999-06-21,"Metalimnion",-2,NA,4.79,0.063,NA
"Peter Lake",1999,172,1999-06-21,"PML",-1,NA,5.17,0.069,NA
"Peter Lake",1999,172,1999-06-21,"Hypolimnion",7,NA,6.21,0.188,NA
"Tuesday Lake",1999,173,1999-06-22,"Metalimnion",-2,NA,8.68,0.183,NA
"Tuesday Lake",1999,173,1999-06-22,"PML",-1,NA,7.91,0.154,NA
"Tuesday Lake",1999,173,1999-06-22,"Hypolimnion",7,NA,9.34,0.294,NA
"East Long Lake",1999,174,1999-06-23,"Metalimnion",-2,NA,13.28,0.475,NA
"East Long Lake",1999,174,1999-06-23,"PML",-1,NA,12.51,0.453,NA
"East Long Lake",1999,174,1999-06-23,"Hypolimnion",7,NA,13.36,0.573,NA
"West Long Lake",1999,174,1999-06-23,"Metalimnion",-2,NA,6.64,0.192,NA
"West Long Lake",1999,174,1999-06-23,"PML",-1,NA,8.2,0.242,NA
"West Long Lake",1999,174,1999-06-23,"Hypolimnion",7,NA,6.77,0.252,NA
"Paul Lake",1999,179,1999-06-28,"Metalimnion",-2,NA,3.29,0.062,NA
"Paul Lake",1999,179,1999-06-28,"PML",-1,NA,4.35,0.066,NA
"Paul Lake",1999,179,1999-06-28,"Hypolimnion",7,NA,4.53,0.351,NA
"Peter Lake",1999,179,1999-06-28,"Metalimnion",-2,NA,4.83,0.057,NA
"Peter Lake",1999,179,1999-06-28,"PML",-1,NA,5.08,0.06,NA
"Peter Lake",1999,179,1999-06-28,"Hypolimnion",7,NA,5.92,0.198,NA
"Tuesday Lake",1999,180,1999-06-29,"Metalimnion",-2,NA,8.34,0.193,NA
"Tuesday Lake",1999,180,1999-06-29,"PML",-1,NA,7.78,0.175,NA
"Tuesday Lake",1999,180,1999-06-29,"Hypolimnion",7,NA,9.23,0.302,NA
"East Long Lake",1999,181,1999-06-30,"Metalimnion",-2,NA,12.21,0.481,NA
"East Long Lake",1999,181,1999-06-30,"PML",-1,NA,11.74,0.477,NA
"East Long Lake",1999,181,1999-06-30,"Hypolimnion",7,NA,12.03,0.572,NA
"West Long Lake",1999,181,1999-06-30,"Metalimnion",-2,NA,6.15,0.187,NA
"West Long Lake",1999,181,1999-06-30,"PML",-1,NA,8.13,0.192,NA
"West Long Lake",1999,181,1999-06-30,"Hypolimnion",7,NA,6.2,0.244,NA
"Paul Lake",1999,186,1999-07-05,"Metalimnion",-2,NA,3.58,0.048,NA
"Paul Lake",1999,186,1999-07-05,"PML",-1,NA,4.5,0.052,NA
"Paul Lake",1999,186,1999-07-05,"Hypolimnion",7,NA,3.98,0.341,NA
"Peter Lake",1999,186,1999-07-05,"Metalimnion",-2,NA,4.5,0.045,NA
"Peter Lake",1999,186,1999-07-05,"PML",-1,NA,4.92,0.059,NA
"Peter Lake",1999,186,1999-07-05,"Hypolimnion",7,NA,4.81,0.155,NA
"Tuesday Lake",1999,187,1999-07-06,"Metalimnion",-2,NA,8.45,0.169,NA
"Tuesday Lake",1999,187,1999-07-06,"PML",-1,NA,7.15,0.13,NA
"Tuesday Lake",1999,187,1999-07-06,"Hypolimnion",7,NA,9.63,0.324,NA
"East Long Lake",1999,188,1999-07-07,"Metalimnion",-2,NA,12.81,0.474,NA
"East Long Lake",1999,188,1999-07-07,"PML",-1,NA,10.97,0.478,NA
"East Long Lake",1999,188,1999-07-07,"Hypolimnion",7,NA,12.26,0.514,NA
"West Long Lake",1999,188,1999-07-07,"Metalimnion",-2,NA,6.55,0.165,NA
"West Long Lake",1999,188,1999-07-07,"PML",-1,NA,8.48,0.184,NA
"West Long Lake",1999,188,1999-07-07,"Hypolimnion",7,NA,6.39,0.194,NA
"Paul Lake",1999,193,1999-07-12,"Metalimnion",-2,NA,3.35,0.061,NA
"Paul Lake",1999,193,1999-07-12,"PML",-1,NA,4.45,0.069,NA
"Paul Lake",1999,193,1999-07-12,"Hypolimnion",7,NA,4.34,0.43,NA
"Peter Lake",1999,193,1999-07-12,"Metalimnion",-2,NA,4.81,0.069,NA
"Peter Lake",1999,193,1999-07-12,"PML",-1,NA,5.12,0.081,NA
"Peter Lake",1999,193,1999-07-12,"Hypolimnion",7,NA,6.13,0.233,NA
"Tuesday Lake",1999,194,1999-07-13,"Metalimnion",-2,NA,8.79,0.175,NA
"Tuesday Lake",1999,194,1999-07-13,"PML",-1,NA,7.85,0.162,NA
"Tuesday Lake",1999,194,1999-07-13,"Hypolimnion",7,NA,9.15,0.313,NA
"East Long Lake",1999,195,1999-07-14,"Metalimnion",-2,NA,14.29,0.543,NA
"East Long Lake",1999,195,1999-07-14,"PML",-1,NA,13.73,0.55,NA
"East Long Lake",1999,195,1999-07-14,"Hypolimnion",7,NA,12.58,0.552,NA
"West Long Lake",1999,195,1999-07-14,"Metalimnion",-2,NA,6.8,0.189,NA
"West Long Lake",1999,195,1999-07-14,"PML",-1,NA,8.62,0.205,NA
"West Long Lake",1999,195,1999-07-14,"Hypolimnion",7,NA,6.23,0.226,NA
"Paul Lake",1999,200,1999-07-19,"Metalimnion",-2,NA,2.9,0.064,NA
"Paul Lake",1999,200,1999-07-19,"PML",-1,NA,4.36,0.066,NA
"Paul Lake",1999,200,1999-07-19,"Hypolimnion",7,NA,4.38,0.465,NA
"Peter Lake",1999,200,1999-07-19,"Metalimnion",-2,NA,4.39,0.057,NA
"Peter Lake",1999,200,1999-07-19,"PML",-1,NA,4.92,0.074,NA
"Peter Lake",1999,200,1999-07-19,"Hypolimnion",7,NA,5.05,0.243,NA
"Tuesday Lake",1999,201,1999-07-20,"Metalimnion",-2,NA,8.82,0.18,NA
"Tuesday Lake",1999,201,1999-07-20,"PML",-1,NA,7.66,0.153,NA
"Tuesday Lake",1999,201,1999-07-20,"Hypolimnion",7,NA,9.4,0.306,NA
"East Long Lake",1999,202,1999-07-21,"Metalimnion",-2,NA,12.79,0.544,NA
"East Long Lake",1999,202,1999-07-21,"PML",-1,NA,7.61,0.555,NA
"East Long Lake",1999,202,1999-07-21,"Hypolimnion",7,NA,7.34,0.528,NA
"West Long Lake",1999,202,1999-07-21,"Metalimnion",-2,NA,5.33,0.184,NA
"West Long Lake",1999,202,1999-07-21,"PML",-1,NA,8.63,0.202,NA
"West Long Lake",1999,202,1999-07-21,"Hypolimnion",7,NA,6.05,0.236,NA
"Paul Lake",1999,207,1999-07-26,"Metalimnion",-2,NA,3.25,0.077,NA
"Paul Lake",1999,207,1999-07-26,"PML",-1,NA,4.31,0.072,NA
"Paul Lake",1999,207,1999-07-26,"Hypolimnion",7,NA,3.69,0.3,NA
"Peter Lake",1999,207,1999-07-26,"Metalimnion",-2,NA,3.8,0.069,NA
"Peter Lake",1999,207,1999-07-26,"PML",-1,NA,3.76,0.079,NA
